Product name,Brand,GTIN,Ordinary Price,Active Promotion Price,Min Quantity,Total for x items
Kolsyrat Vatten Citron,LOKA,"=""7310401000053""",8.95,8.33,3,24.99
Chokladsås,O'HOJ,"=""8711327540903""",38.95,N/A,N/A,N/A
Lemonad Nypressad Citron,BRÄMHULTS,"=""7313619001362""",39.95,N/A,N/A,N/A
Carlsberg Öl Alkoholfri EKO,CARLSBERG,"=""7310072000482""",46.95,N/A,N/A,N/A
"Norrlands Guld Öl 2,8%",NORRLANDS GULD,"=""7310402006771""",38.95,N/A,N/A,N/A
"Glass Bigpack Tresmak, Fryst",GB GLACE,"=""8711327547773""",32.95,N/A,N/A,N/A
Skagenröra,RYDBERGS,"=""7313160005017""",28.95,N/A,N/A,N/A
Hummus Original,ZEINAS,"=""7350113940001""",29.95,N/A,N/A,N/A
Classic Salami Sticks,GØL,"=""5707196175974""",23.95,N/A,N/A,N/A
Festis Apelsin,FESTIS,"=""7310072000598""",10.95,N/A,N/A,N/A
"Gräddglass Kola/Havssalt, Fryst",SIA GLASS,"=""7312690201135""",16.95,N/A,N/A,N/A
Tom & Jerry Kexfigurer Med Vaniljsmak,GÖTEBORGS,"=""7310521051218""",34.95,N/A,N/A,N/A
"Glass Sitting Bull, Fryst",TRIUMF GLASS,"=""7312060200188""",44.95,N/A,N/A,N/A
"Glass Snickers 6-Pack, Fryst",MARS,"=""5000159541336""",48.5,N/A,N/A,N/A
Abisko,POLARBRÖD,"=""7313830006429""",26.5,N/A,N/A,N/A
"Glass Almond Mini, Fryst",MAGNUM,"=""8714100635650""",52.95,N/A,N/A,N/A
Loka Crush Päron,LOKA,"=""7310401014319""",19.5,N/A,N/A,N/A
Jordgubbsdryck EKO KRAV,SMAKIS,"=""7311677170259""",5.5,5,3,15.0
Strawberry Lemonade,CELSIUS,"=""7350058335597""",21.5,N/A,N/A,N/A
Capri-Sun Safari,CAPRI-SUN,"=""4000177158425""",42.95,N/A,N/A,N/A
Äppelmust Med Fruktkött,KIVIKS MUSTERI,"=""7314720719597""",34.95,N/A,N/A,N/A
"Avokado 2-Pack, Klass 1 EKO",Hass,"=""7311041052105""",44.95,N/A,N/A,N/A
Färskost Vitlök Laktosfri,CRÈME BONJOUR,"=""8719200066786""",14.95,N/A,N/A,N/A
Tonic Water,SCHWEPPES,"=""7310401003290""",15.5,N/A,N/A,N/A
Stilla Vatten,AQUA D´OR,"=""5703828023392""",15.5,11.5,6,69.0
Kolsyrat Vichy Vatten,VICHY,"=""7310401010458""",6.5,N/A,N/A,N/A
Cider Päron Alkoholfri,SOMERSBY,"=""7310070003379""",11.95,N/A,N/A,N/A
"Glass Texas Pecan, Fryst",GB GLACE,"=""8712100707612""",36.95,N/A,N/A,N/A
Våffelstrutar,VÅFFELBAGAREN,"=""7393253002130""",32.95,N/A,N/A,N/A
Kamben Grillade,DALSJÖFORS,"=""2091007300000""",165,N/A,N/A,N/A
Kalkonköttbullar Ca 28 St,INGELSTA KALKON,"=""7331044000811""",61.95,N/A,N/A,N/A
Kolsyrat Vatten Jordgubb Granatäpple Burk,LOKA,"=""7310401046716""",6.95,N/A,N/A,N/A
Vätskeersättning Apelsin,RESORB,"=""7310100363275""",62.5,N/A,N/A,N/A
Iste Citron & Lime,PFANNER,"=""9006900011512""",24.5,N/A,N/A,N/A
"Glass Belgisk Choklad, Fryst",HÄAGEN-DAZS,"=""3415581113921""",57.95,N/A,N/A,N/A
Nässpray Anti-Inflamatoriskt,NASONEX,"=""7046260234963""",139,N/A,N/A,N/A
Iskaffe Latte,ARLA,"=""4100290025083""",27.95,N/A,N/A,N/A
"Glass Double Gold Caramel, Fryst",MAGNUM,"=""8711327480438""",56.95,N/A,N/A,N/A
"Glass Vanilj/Jordgubb, Fryst",GB GLACE,"=""8711327462076""",14.95,N/A,N/A,N/A
"Glass Gammeldags Vanilj, Fryst",ALVESTAGLASS,"=""7391881000351""",39.95,N/A,N/A,N/A
Strepsils Honung/Citron,STREPSILS,"=""7046265411697""",84.95,N/A,N/A,N/A
Baguettesallad Tonfisk,RYDBERGS,"=""7313160001323""",26.95,N/A,N/A,N/A
Fläderblomsaft,ÖNOS,"=""7310770548583""",54.95,N/A,N/A,N/A
Vitost Tärnad I Lake 22%,APETINA,"=""5760466630245""",38.5,N/A,N/A,N/A
Caprice Pralin,PAPADOPOULOS,"=""5201004023360""",43.95,N/A,N/A,N/A
Oreo Mini Cookies,OREO,"=""5000396020687""",29.95,N/A,N/A,N/A
Våtservetter Sensitive,GUNRY,"=""7393481602249""",11.95,10,2,20.0
Nöttopping,ÅHUS TOPPING,"=""7392724000040""",38.5,N/A,N/A,N/A
Alcowipes,GUNRY,"=""7393481004616""",58.95,N/A,N/A,N/A
Vätskeersättning,SEMPER,"=""7312170068203""",56.95,N/A,N/A,N/A
Ketchup Utan Tillsatt Socker/Salt,HEINZ,"=""8715700118109""",33.95,N/A,N/A,N/A
Ice Tea Persika,PFANNER,"=""90167362""",10.95,N/A,N/A,N/A
Rabarberdryck Med Druva/Fläder,KIVIKS MUSTERI,"=""7314720735559""",18.5,N/A,N/A,N/A
"Dessertglass Vanilla, Fryst",GB GLACE,"=""8714100645659""",40.95,N/A,N/A,N/A
Iskaffe Wiener,GEIA FOOD,"=""5710326014302""",25.5,N/A,N/A,N/A
"Pripps Blå Öl 2,2%",PRIPPS BLÅ,"=""7310070766014""",8.5,N/A,N/A,N/A
Kniv Flergångs,FAVORIT,"=""7331746293238""",29.95,N/A,N/A,N/A
Våtservetter Fräscha,GUNRY,"=""7393481402023""",27.95,N/A,N/A,N/A
"Glass Almond, Fryst",MAGNUM,"=""8714100658499""",52.95,N/A,N/A,N/A
Snacksoliver Olivmix Naturella,FONTANA,"=""7316150776300""",18.95,N/A,N/A,N/A
Vit Chokladsås,ODENSE,"=""5709521046409""",33.95,N/A,N/A,N/A
Spareribs Grillade,DALSJÖFORS,"=""2000550800004""",119,N/A,N/A,N/A
"Gräddglass Choklad Utan Tillsatt Socker, Fryst",SIA GLASS,"=""7312690307028""",41.95,N/A,N/A,N/A
Plåster Bamse,SALVEQUICK,"=""7310615194241""",23.95,N/A,N/A,N/A
Alcogel,DAX,"=""7331964007020""",25.95,N/A,N/A,N/A
"Glass Salt Caramel Brownie Vegan, Fryst",BEN&JERRY'S,"=""8711327521841""",64.95,N/A,N/A,N/A
Kroppspuder Burk,DIALON,"=""7322338361053""",38.95,N/A,N/A,N/A
Servett Party 33X33cm,DUKA,"=""7321011738199""",21.95,N/A,N/A,N/A
Aqua Resist Míx,SALVEQUICK,"=""7310616071244""",22.95,N/A,N/A,N/A
Lemonad Jordgubb/Mynta EKO,KIVIKS MUSTERI,"=""7314720634746""",18.95,N/A,N/A,N/A
Zinksalva,NATUSAN,"=""3574661504810""",46.95,N/A,N/A,N/A
Lemonad Päron/Ingefära EKO,KIVIKS MUSTERI,"=""7314720638249""",18.95,N/A,N/A,N/A
Biscoff Sandwich Vanilj,LOTUS,"=""5410126006377""",19.95,N/A,N/A,N/A
Plåster Aqua Block Family Pack,SALVEQUICK,"=""7310610014032""",32.5,N/A,N/A,N/A
Foot Mask Peeling & Softening,STAY WELL,"=""4745090041170""",54.95,N/A,N/A,N/A
"Sugrör, Papper 50-pack",NBA,"=""7330570076444""",10,N/A,N/A,N/A
Blister Medium,SALVEQUICK,"=""7310616022253""",42.5,N/A,N/A,N/A
Iskaffe Wiener,GEIA FOOD,"=""5710326016641""",11.95,N/A,N/A,N/A
Cappuccino,STARBUCKS,"=""5711953023996""",21.95,N/A,N/A,N/A
"Glass Italiensk Vanilj, Fryst",LEJONET & BJÖRNEN,"=""7392890002015""",59.95,N/A,N/A,N/A
Clarityn Tabletter 10mg,CLARITYN,"=""7046260174634""",69.95,N/A,N/A,N/A
"Gelato Tiramisù, Fryst",GLENN STRÖMBERG,"=""7312060920000""",67.95,N/A,N/A,N/A
Aloe Vera Gel,VERA BY CCS,"=""7315980220564""",51.95,N/A,N/A,N/A
Salubrin Lösning,SALUBRIN,"=""7310155100160""",26.95,N/A,N/A,N/A
Kycklingben Grillade,KRONFÅGEL,"=""2090656000002""",94.95,N/A,N/A,N/A
Nötfärs,BUTIKSSTYCKAT SVENSKT KÖTT,"=""2000463100000""",125,N/A,N/A,N/A
"Blomkål, Klass 1",,"=""2090712800003""",41.95,39.95,1,39.95
"Gurka, Klass 1",,"=""74593""",17.95,N/A,N/A,N/A
Oxfilé Mittbit,BUTIKSSTYCKAT SVENSKT KÖTT,"=""2000421100004""",579,N/A,N/A,N/A
"Champinjoner, Klass 1",,"=""7311041059951""",24.95,17.95,1,17.95
Kycklingsteak,KRONFÅGEL,"=""2332818400009""",105,89.95,1,89.95
"Tomat, Klass 1",,"=""2090212700001""",44.95,N/A,N/A,N/A
Pepsi Max Burk 20-Pack,PEPSI,"=""7310074009230""",119,N/A,N/A,N/A
"Potatis Fast Styckvis, Klass 1",,"=""2090201900009""",16.95,N/A,N/A,N/A
Minutbiff Av Ytterlår,BUTIKSSTYCKAT SVENSKT KÖTT,"=""2000425500008""",155,119,1,119
"Paprikamix, Klass 1",,"=""7311041045091""",29.95,N/A,N/A,N/A
Laxtournedo Med Kantarellsmak,MANUELL DELIKATESS,"=""2000257100001""",79.95,N/A,N/A,N/A
Sejfilé,MANUELL DELIKATESS,"=""2000210400001""",229,149,1,149
"Babyplommontomater, Klass 1",,"=""7311041045206""",20.95,N/A,N/A,N/A
Ryggbiff I Bit,BUTIKSSTYCKAT SVENSKT KÖTT,"=""2000426200006""",329,N/A,N/A,N/A
"Gul Lök, Klass 1",,"=""2090190800007""",15.95,N/A,N/A,N/A
"Isbergssallad, Klass 1",,"=""2090908000002""",34.95,N/A,N/A,N/A
"Salladslök I Knippe, Klass 1",,"=""74068""",16.95,N/A,N/A,N/A
Ryggbiff I Skivor,BUTIKSSTYCKAT SVENSKT KÖTT,"=""2000426300003""",345,N/A,N/A,N/A
Entrecôte I Skivor,BUTIKSSTYCKAT SVENSKT KÖTT,"=""2000427100008""",345,N/A,N/A,N/A
"Broccoli, Klass 1",,"=""374060""",14.95,12.5,2,25.0
"Bakpotatis, Klass 1",,"=""74729""",13.95,N/A,N/A,N/A
"Purjolök, Klass 1",,"=""2090203400002""",39.95,29.95,1,29.95
"Röda Kvisttomater, Klass 1",,"=""2090213700000""",49.95,N/A,N/A,N/A
"Grön Zucchini, Klass 1",,"=""74067""",16.95,15,2,30.0
Laxtournedo Med Kräftsmak,MANUELL DELIKATESS,"=""2000257200008""",79.95,N/A,N/A,N/A
"Palsternacka I Påse, Klass 1",GARANT,"=""7340007909054""",15.95,N/A,N/A,N/A
"Vitlök, Klass 1",,"=""8412187000025""",16.95,N/A,N/A,N/A
Fläskfilé,BUTIKSSTYCKAT SVENSKT KÖTT,"=""2000405500004""",215,N/A,N/A,N/A
Sötstark Senap,JOHNNY'S,"=""7392031000016""",24.95,21,2,42.0
Tändblock,BURNER,"=""5703087111007""",99.95,74.5,2,149.0
Majonäs,HELLMANN'S,"=""5000184321064""",38.95,N/A,N/A,N/A
"Vitkål, Klass 1",,"=""2090216100005""",14.95,N/A,N/A,N/A
"Kycklingburgare Krispig, Fryst",KRONFÅGEL,"=""7300321373009""",62.95,N/A,N/A,N/A
Rostas I Bit,BUTIKSSTYCKAT SVENSKT KÖTT,"=""2000424300005""",269,N/A,N/A,N/A
"Morot, Klass 1",,"=""2090195400004""",16.95,N/A,N/A,N/A
Potatissallad,MANUELL DELIKATESS,"=""2000036100000""",99,N/A,N/A,N/A
Lax Portioner 4-Pack,CITY GROSS,"=""2000200200000""",239,N/A,N/A,N/A
Hamburgerbröd Med Surdeg 10-Pack,CITY GROSS,"=""2000902300008""",44.95,N/A,N/A,N/A
Lyxbåt,MANUELL DELIKATESS,"=""2000073700003""",99.95,N/A,N/A,N/A
Kycklinggrillkorv Skinnfri,KRONFÅGEL,"=""7300327527000""",31.95,N/A,N/A,N/A
Hamburgerfärs Av Högrev,BUTIKSSTYCKAT SVENSKT KÖTT,"=""2000466800006""",179,N/A,N/A,N/A
"Spetskål, Klass 1",,"=""2090210600006""",44.95,N/A,N/A,N/A
Majskyckling Lårfilé,GULDFÅGELN,"=""2307139100006""",175,139,1,139
Benfri Fläskkarré Skivat Storpack,BUTIKSSTYCKAT SVENSKT KÖTT,"=""2000408700005""",125,N/A,N/A,N/A
"Hamburgare Med Högrev, Fryst",SCAN,"=""7300298911006""",93.95,N/A,N/A,N/A
"Vitlök, Klass 1",,"=""2090191500005""",74.95,N/A,N/A,N/A
Hamburgerdressing Original,MAX,"=""7350042721689""",29.95,N/A,N/A,N/A
Coca-Cola Zero,COCA-COLA ZERO,"=""5449000133335""",19.95,N/A,N/A,N/A
Grillkorv Hots 10-Pack Laktosfri,LITHELLS,"=""7310620020504""",19.95,N/A,N/A,N/A
Sidfläsk I Bit,BUTIKSSTYCKAT SVENSKT KÖTT,"=""2000410900004""",99.95,N/A,N/A,N/A
Aluminiumfolie 29cm Bredd,FIXA,"=""7340083473166""",29.95,25,2,50.0
"Sockerärtor, Klass 1",,"=""7311041047767""",29.95,N/A,N/A,N/A
Potato Burger Bun,KORVBRÖDSBAGARN,"=""7311372147730""",29.95,N/A,N/A,N/A
"Kycklingburgare Crispy, Fryst",GULDFÅGELN,"=""7313940580093""",99.95,N/A,N/A,N/A
"Vegokorv, Fryst",ANAMMA,"=""7310240120042""",46.5,N/A,N/A,N/A
Norrlands Guld Öl Alkoholfri,NORRLANDS GULD,"=""7310402018521""",47.95,N/A,N/A,N/A
Laxkotletter Ca 3 St,MANUELL DELIKATESS,"=""2000266900005""",279,N/A,N/A,N/A
Hel Röding,MANUELL DELIKATESS,"=""2090479900008""",269,N/A,N/A,N/A
Grillpaket Med Rödingfilé,MANUELL DELIKATESS,"=""2000073500009""",119,N/A,N/A,N/A
Potatissallad Vitlök,MANUELL DELIKATESS,"=""2000036600005""",99,N/A,N/A,N/A
Torskfilé,CITY GROSS,"=""2091176800004""",349,N/A,N/A,N/A
Uerfilé Med Skinn,MANUELL DELIKATESS,"=""2000201500000""",309,N/A,N/A,N/A
Torskfilé,CITY GROSS,"=""2000208600000""",259,N/A,N/A,N/A
Uerfilé Med Skinn,MANUELL DELIKATESS,"=""2000201400003""",349,N/A,N/A,N/A
Hamburgerbröd 5-Pack,CITY GROSS,"=""2000902200001""",24.95,N/A,N/A,N/A
"Aubergine, Klass 1",,"=""74603""",13.95,N/A,N/A,N/A
Bohusgrillare 80%,RYBERGS CHARK,"=""7350014541628""",44.95,N/A,N/A,N/A
Fläskytterfile,BUTIKSSTYCKAT SVENSKT KÖTT,"=""2000404800006""",119,N/A,N/A,N/A
"Filéer Veg Glutenfri, Fryst",QUORN,"=""5019503018912""",61.95,N/A,N/A,N/A
Coca-Cola Original,COCA-COLA,"=""5449000259110""",46.95,29.95,1,29.95
Korvbröd Durum Laktosfri,KORVBRÖDSBAGARN,"=""7311379532249""",36.95,N/A,N/A,N/A
"Palsternacka, Klass 1",,"=""2090196000005""",24.95,N/A,N/A,N/A
"Sugarsnaps, Klass 1",,"=""7311041047774""",29.95,N/A,N/A,N/A
"Angusburgare Mega, Fryst",LINDSTRÖMS,"=""7350004662470""",132,N/A,N/A,N/A
"Grön Paprika, Klass 1",,"=""2090196500000""",54.95,N/A,N/A,N/A
Räksallad,RYDBERGS,"=""7313160004997""",28.95,N/A,N/A,N/A
Flankstek,BUTIKSSTYCKAT SVENSKT KÖTT,"=""2000430000005""",259,N/A,N/A,N/A
"Kycklingburgare, Fryst",KRONFÅGEL,"=""7300327557007""",53.95,N/A,N/A,N/A
"Gurka, Klass 1 EKO",,"=""64597""",31.95,N/A,N/A,N/A
Grillkorv,ANDERSSON&TILLMAN,"=""7340063012606""",59.95,N/A,N/A,N/A
Rostas I Skivor,BUTIKSSTYCKAT SVENSKT KÖTT,"=""2000424400002""",279,N/A,N/A,N/A
Grillkorv Uddevallare,RYBERGS CHARK,"=""7350014541604""",34.95,N/A,N/A,N/A
"Savoykål, Klass 1",,"=""2090309500002""",34.95,N/A,N/A,N/A
Bostongurka,FELIX,"=""7310240025262""",39.95,N/A,N/A,N/A
Coca-Cola,COCA-COLA,"=""5000112637922""",9.95,N/A,N/A,N/A
Oxfilé I Skivor,BUTIKSSTYCKAT SVENSKT KÖTT,"=""2000430400003""",559,N/A,N/A,N/A
Färsk Italiensk Salsiccia Naturell,NONNA ELIDE,"=""7340012503216""",46.5,N/A,N/A,N/A
Ugn/Grill-Frysfolie Återvunnen,TOPPITS,"=""4008871214423""",39.95,N/A,N/A,N/A
"Kruspersilja I Bubbla, Klass 1",,"=""7394048008191""",16.95,15,2,30.0
Vitlökssmör,BIGGANS,"=""73501640""",17.95,N/A,N/A,N/A
"Solovitlök, Klass 1",,"=""7311041071335""",54.95,N/A,N/A,N/A
"Pripps Blå Öl 2,8%",PRIPPS BLÅ,"=""7310072766029""",35.95,N/A,N/A,N/A
"Schalottenlök I Nät, Klass 1",,"=""7311041071540""",19.95,N/A,N/A,N/A
"Grön Peppar Jalapeño Strut, Klass 1",Spanien,"=""8719743891609""",22.95,N/A,N/A,N/A
Tofu Alspånsrökt EKO,YIPIN,"=""7332040302114""",30.95,N/A,N/A,N/A
Grillkorv Tjock,SCAN,"=""7300207775002""",84.95,N/A,N/A,N/A
Sprite Lemon Lime,SPRITE,"=""5000112642667""",19.95,N/A,N/A,N/A
French Hot Dog Bröd,KORVBRÖDSBAGARN,"=""7311372215156""",22.95,N/A,N/A,N/A
Picklad Rödlök,SCHYSST KÄK,"=""7350090451637""",27.95,N/A,N/A,N/A
Fläskschnitzel Av Picnicbog,BUTIKSSTYCKAT SVENSKT KÖTT,"=""2000412900002""",99.95,N/A,N/A,N/A
Blåmusslor Färska,LERÖY,"=""7350003751298""",69.95,N/A,N/A,N/A
Dijonsenap,MAILLE,"=""3036810201280""",36.95,N/A,N/A,N/A
"Cider Rosé Hallon/Vinbär 0,5%",BRISKA,"=""7310401014081""",12.5,N/A,N/A,N/A
"Sötpotatis I Påse, Klass 1 EKO",USA,"=""7340083444692""",44.95,N/A,N/A,N/A
Pommes Friteskrydda,SANTA MARIA,"=""7311311016486""",75.95,N/A,N/A,N/A
"Silverlök, Klass 1",,"=""7311041071397""",27.95,N/A,N/A,N/A
"Zucchini, Klass 1 EKO",,"=""2090210800000""",89.95,N/A,N/A,N/A
Gourmet Hamburgerbröd,PÅGEN,"=""7311070008180""",34.95,N/A,N/A,N/A
Tändbriketter,SOLSTICKAN,"=""7310687003014""",54.95,N/A,N/A,N/A
Kolsyrat Vatten Ananas,RAMLÖSA,"=""7310070005472""",9.95,N/A,N/A,N/A
Lyxgrillare 8 St,SP CHARK,"=""7350018066066""",79.95,N/A,N/A,N/A
Tändare Svart/Vit,BFAB,"=""7331746155512""",34.95,N/A,N/A,N/A
Indian Tonic Zero,SCHWEPPES,"=""7310401013350""",24.95,N/A,N/A,N/A
Cider Sparkling Spritz Alkoholfri,SOMERSBY,"=""7310070004574""",11.95,N/A,N/A,N/A
Worcester Sauce,HEINZ,"=""5000111041065""",31.95,N/A,N/A,N/A
Salsiccia Classic,INGEMAR JOHANSSON,"=""7392767006948""",44.95,N/A,N/A,N/A
Grillkrydda,SANTA MARIA,"=""7311311014017""",39.95,N/A,N/A,N/A
Coleslaw,TEXAS LONGHORN,"=""7330836304502""",51.95,N/A,N/A,N/A
Chili Mayo,SANTA MARIA,"=""7311310033408""",37.95,N/A,N/A,N/A
Falcon Öl Alkoholfri,FALCON,"=""7310072000079""",44.95,N/A,N/A,N/A
Crema Con Balsamico,ZETA,"=""7350002401163""",62.95,N/A,N/A,N/A
"Rödlök I Nät, Klass 1 EKO",GARANT EKO,"=""7311041057186""",27.95,N/A,N/A,N/A
"Brutal Brewing Canary Session Ipa Öl 3,5%",BRUTAL BREWING,"=""7310401037523""",14.95,N/A,N/A,N/A
Grillkorv Tjock,RYBERGS CHARK,"=""7350014541161""",84.95,N/A,N/A,N/A
Oxfilé I Bit,BUTIKSSTYCKAT SVENSKT KÖTT,"=""2000430300006""",549,N/A,N/A,N/A
Grillkorv Tjock,EKLUNDS CHARK,"=""7331926001332""",51.95,N/A,N/A,N/A
Tändare Megalighter,BIC,"=""3086126788388""",33.95,N/A,N/A,N/A
Hamburger Gurka,FELIX,"=""7310240050820""",41.95,N/A,N/A,N/A
Senap Classic,FRENCH'S,"=""41500763675""",45.95,N/A,N/A,N/A
"Delifresh Plant Beef, Fryst",MAX,"=""7310960039839""",53.95,N/A,N/A,N/A
Mariestad Öl Alkoholfri,MARIESTADS,"=""7310401009551""",12.5,N/A,N/A,N/A
Fläskkotletter Med Ben I Skivor,BUTIKSSTYCKAT SVENSKT KÖTT,"=""2000404300001""",115,N/A,N/A,N/A
Perfect Chorizo Glutenfri,PEAS OF HEAVEN,"=""7350037192548""",34.95,N/A,N/A,N/A
Grillkorv Skinnfri,VAGGERYDS,"=""2367154900005""",84.95,N/A,N/A,N/A
"Guinness Öl 3,5%",GUINNESS,"=""5000213015155""",79.95,N/A,N/A,N/A
Majonnäs,HELLMANN'S,"=""5000184321552""",40.95,N/A,N/A,N/A
Tonic Water,BRITVIC,"=""5010102241312""",49.95,N/A,N/A,N/A
Ugn & Grillfolie,FIXA,"=""7340083473180""",29.95,N/A,N/A,N/A
Russchian,SCHWEPPES,"=""7310401003276""",24.95,N/A,N/A,N/A
Carl Jung Merlot,CARL JUNG,"=""4009427825148""",54.95,N/A,N/A,N/A
Sriracha Mayo,RYDBERGS,"=""7313160004683""",26.95,24.95,1,24.95
Citron Flädersaft,BOB,"=""7310090343134""",46.95,N/A,N/A,N/A
"Cider Päron 0,3%",KIVIKS MUSTERI,"=""7314720608006""",25.95,N/A,N/A,N/A
"Burgare Entrecôte, Fryst",LINDSTRÖMS,"=""7350004662845""",59.95,N/A,N/A,N/A
Fjärilskotletter,BUTIKSSTYCKAT SVENSKT KÖTT,"=""2000405100006""",129,N/A,N/A,N/A
Brooklyn Hot Dog Bun,KORVBRÖDSBAGARN,"=""7311379532263""",36.95,N/A,N/A,N/A
Hamburgerdressing,RAPSONA,"=""7313843550629""",46.95,N/A,N/A,N/A
Marinad BBQ Kyckling,SANTA MARIA,"=""7311310029579""",11.95,N/A,N/A,N/A
Roasted Garlic & Pepper,SANTA MARIA,"=""7311310026776""",59.95,N/A,N/A,N/A
Alkoholfritt Mousserande Vin,ODDBIRD,"=""7350067731113""",99.95,N/A,N/A,N/A
Gotlands Bryggeri Öl Alkoholfri,GOTLANDS BRYGGERI,"=""7310401024851""",17.95,N/A,N/A,N/A
Mung Bean Burger Laktosfri Glutenfri EKO,OH MUNGOOD,"=""7350125520123""",52.95,N/A,N/A,N/A
Grape Tonic,GRAPE TONIC,"=""7310401000350""",16.95,N/A,N/A,N/A
Bistro Brioche Hamburger Buns,KORVBRÖDSBAGARN,"=""7311379536254""",31.95,N/A,N/A,N/A
Coffee Syrup Irish Cream,SATURNUS,"=""7311180052233""",36.95,N/A,N/A,N/A
"Pilsner Öl 0,5% EKO",MELLERUDS,"=""7310401023465""",12.95,N/A,N/A,N/A
Five Pepper,SANTA MARIA,"=""7311310026691""",54.95,N/A,N/A,N/A
Tändvätska T-Gul Bio,KEMETYL,"=""7311850047613""",49.95,N/A,N/A,N/A
"Vegoburgare Jävligt Gott, Fryst",ANAMMA,"=""7039010575911""",49.95,N/A,N/A,N/A
Senap,JOHNNY'S,"=""7392031000122""",22.95,21,2,42.0
Bbq Sås New York Steakhouse,BULL'S EYE,"=""8715700112985""",41.95,N/A,N/A,N/A
Chorizo,EKLUNDS CHARK,"=""7331926001295""",54.95,N/A,N/A,N/A
Pepparbiff,BUTIKSSTYCKAT SVENSKT KÖTT,"=""2091248000004""",229,N/A,N/A,N/A
Potato Hot Dog Buns,KORVBRÖDSBAGARN,"=""7311372167004""",29.95,N/A,N/A,N/A
Grillkorv Rejäl & Smakrik,ERNST,"=""7393287785245""",49.95,49.95,1,49.95
Grillost 28% EKO KRAV,FALKÖPINGS MEJERI,"=""7393061610008""",39.95,N/A,N/A,N/A
"Mariestads Öl 3,5%",MARIESTADS,"=""7310400022629""",16.5,N/A,N/A,N/A
Lemon Fusion,SCHWEPPES,"=""7310401003245""",24.95,N/A,N/A,N/A
Dressing Roasted Garlic Umami,JURESKOG,"=""7340046085788""",27.95,24.95,1,24.95
Grillmästarsås,BIGGANS,"=""7350008950450""",41.95,N/A,N/A,N/A
Cider Jordgubb Alkoholfri,HALMSTAD CRUSH,"=""7311120114014""",11.95,10,2,20.0
Rostbiff I Skivor,BUTIKSSTYCKAT SVENSKT KÖTT,"=""2000424100001""",225,N/A,N/A,N/A
Marinad BBQ Smokey Honey,SANTA MARIA,"=""7311310029586""",11.95,N/A,N/A,N/A
"Brutal Brewing Tail Of A Whale Öl 3,5%",BRUTAL BREWING,"=""7310401037530""",14.95,N/A,N/A,N/A
Spareribs,BUTIKSSTYCKAT SVENSKT KÖTT,"=""2000410200005""",94.95,N/A,N/A,N/A
Potatissallad Gourmet Grill,RYDBERGS,"=""7313160005208""",29.95,N/A,N/A,N/A
"Färskpotatis I Påse, Klass 1",,"=""7394048027710""",16.95,N/A,N/A,N/A
Grillkorv,SOLNA KORV,"=""7350053711167""",52.95,N/A,N/A,N/A
"Brooklyn Lager Öl 3,5%",BROOKLYN,"=""7310070004239""",19.95,N/A,N/A,N/A
Avocado Oil,HEALTHYCO,"=""7350021423030""",72.95,N/A,N/A,N/A
Marinad Smokey Honey,CAJ P.,"=""7315200593942""",10.95,N/A,N/A,N/A
Jalapeño Bearnaise,JURESKOG,"=""7340046085924""",27.95,24.95,1,24.95
Ost/Bacongrill,ANDERSSON&TILLMAN,"=""7340063014853""",54.95,N/A,N/A,N/A
Kycklingvingar,KRONFÅGEL,"=""2332784600007""",65.95,N/A,N/A,N/A
Riesling,CARL JUNG,"=""4009427885159""",54.95,N/A,N/A,N/A
Tändstickor Extra Långa,SOLSTICKAN,"=""7310688001019""",19.95,N/A,N/A,N/A
Majonnäs Vegansk,KAVLI,"=""7311442111401""",29.95,N/A,N/A,N/A
Bbq Grillolja Honey Flavour,SANTA MARIA,"=""7311310028091""",31.95,N/A,N/A,N/A
Grillkorv Ramslök,STENSÅKRA,"=""7350041420477""",59.95,N/A,N/A,N/A
Oxbiffar,BUTIKSSTYCKAT SVENSKT KÖTT,"=""2000420100005""",205,N/A,N/A,N/A
Cabanossy,GØL,"=""5707196272963""",56.95,N/A,N/A,N/A
Mixer Pink Tonic Zero 6-Pack,SCHWEPPES,"=""7310402050224""",54.95,N/A,N/A,N/A
Elderflower Tonic,BRITVIC,"=""96197752""",14.95,N/A,N/A,N/A
Grillkorv,LINDVALLS CHARK,"=""7320028031347""",39.95,N/A,N/A,N/A
Fanta Watermelon Zero,FANTA ZERO,"=""5000112655810""",19.95,N/A,N/A,N/A
Grillkorv Nöt,SORUNDA KORVFABRIK,"=""7330563001477""",41.95,N/A,N/A,N/A
Bbq Marinad Sriracha,SANTA MARIA,"=""7311311024429""",11.95,N/A,N/A,N/A
Sprayglaze,CAJ P.,"=""7312490059448""",48.95,N/A,N/A,N/A
Kotletter Med Ben Och Svål,BUTIKSSTYCKAT SVENSKT KÖTT,"=""2000404600002""",89.95,N/A,N/A,N/A
Chorizo,RYBERGS,"=""7350014548405""",38.95,N/A,N/A,N/A
Skinkbiffar,BUTIKSSTYCKAT SVENSKT KÖTT,"=""2000401100000""",109,N/A,N/A,N/A
Tonic Water Pink Grapefruit,THOMAS HENRY,"=""4260310558714""",16.95,N/A,N/A,N/A
Träull,SOLSTICKAN,"=""7310687001195""",64.95,N/A,N/A,N/A
Pink Grapefruit Tonic,FENTIMANS,"=""5029396001052""",17.95,N/A,N/A,N/A
